Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of building
VBD49189,Wasmuel,7390,295000.00,House,House,Sale,3,160 ,1,False,,45 m²,True,2,,Normal
VBD49185,Tournai,7500,920.00,House,House,Rent,3,164 ,,False,,True,,2,,Excellent
VBD49157,Manage,7170,319000.00,House,MixedBuilding,Sale,3,266 ,1,,,True,False,3,False,Normal
VBD49147,Quevaucamps,7972,115000.00,House,House,Sale,,206 ,,,False,False,True,,,
VBD49140,Tournai,7500,1800.00,Appartment,Duplex,Rent,3,163 ,,True,,False,False,,,
VBD49099,Anderlues,6150,199999.00,House,House,Sale,3,128 ,1,False,,40 m²,215 m²,3,False,Normal
VBD49077,Tournai,7500,495000.00,House,MasterHouse,Sale,5,283 ,1,False,True,True,100 m²,2,False,Normal
VBD49055,Tournai,7500,1170.00,Appartment,Flat,Rent,3,142 ,1,False,,10 m²,False,,False,New
VBD49054,Tournai,7500,1260.00,Appartment,Flat,Rent,3,157 ,1,False,,10 m²,False,,False,New
VWD15580,Gilly,6060,175000.00,House,Villa,Sale,8,385 ,,,,True,True,3,,To be renovated
VBD49022,Braine-le-Comte,7090,800.00,Appartment,Flat,Rent,2,80 ,,False,,3 m²,False,2,,Normal
VBD49013,Ville-Pommeroeul,7322,1100.00,House,House,Rent,2,,,False,,True,True,3,,
VBD48997,Mouscron,7700,129000.00,Appartment,Flat,Sale,1,,,False,,False,False,,,New
VBD48964,Arquennes,7181,950.00,Appartment,Flat,Rent,2,80 ,1,,,10 m²,,,False,Excellent
VBD48961,Ramegnies,7971,386862.00,House,House,Sale,3,158 ,,,,,True,4,,New
VBD48959,Taintignies,7618,410800.00,House,House,Sale,3,187 ,,,,,True,4,,New
VBD48944,Bouffioulx,6200,209000.00,Appartment,Flat,Sale,2,74 ,,False,,11 m²,False,,False,Excellent
VBD48943,Bouffioulx,6200,209000.00,Appartment,Flat,Sale,2,74 ,,False,,29 m²,False,,False,Excellent
VBD48942,Froidchapelle,6440,175000.00,House,House,Sale,4,116 ,1,False,,False,290 m²,4,False,Excellent
VBD48941,Fleurus,6220,79000.00,House,House,Sale,2,71 ,,False,,10 m²,False,3,False,Normal
VBD48940,Fleurus,6220,179000.00,House,House,Sale,4,180 ,,False,,20 m²,215 m²,3,False,Normal
VBD48936,Charleroi,6000,165000.00,Appartment,Flat,Sale,3,120 ,,False,,3 m²,False,,,
VBD48935,Tourpes,7904,350000.00,House,House,Sale,4,300 ,,False,,True,True,4,,Excellent
VBD48934,Mouscron,7700,649000.00,House,Villa,Sale,4,420 ,,False,,True,800 m²,4,,Excellent
VBD48886,P&#xE9;ronnes,7134,249000.00,House,House,Sale,5,210 ,,False,,25 m²,250 m²,2,False,New
VBD48884,La Louvi&#xE8;re,7100,549000.00,House,House,Sale,20,775 ,,,,,,4,,Normal
VBD48883,Roucourt,7601,625.00,Appartment,Flat,Rent,1,55 ,1,,,True,,2,,Normal
VBD48880,Pecq,7740,450000.00,House,House,Sale,3,384 ,,,,True,True,3,False,Normal
VBD48876,Monceau-sur-Sambre,6031,80000.00,House,House,Sale,3,140 ,,,,False,True,3,,To be renovated
VBD48866,Gougnies,6280,175000.00,House,House,Sale,3,191 ,,False,,False,False,3,,Normal
VBD48865,Amougies,7750,115000.00,House,House,Sale,4,,,,,False,True,2,,
VBD48856,Saint-Symphorien,7030,239000.00,House,House,Sale,3,141 ,1,False,,True,True,4,False,
VBD48854,Mons,7000,1050.00,Appartment,Flat,Rent,2,90 ,1,False,,True,112 m²,3,,Excellent
VWD15579,Gilly,6060,149000.00,House,House,Sale,2,75 ,,,,,,2,,Normal
VBD48831,Quaregnon,7390,145000.00,House,House,Sale,4,155 ,1,False,,24 m²,240 m²,3,,To be renovated
VBD48830,Mons,7000,200000.00,Appartment,Flat,Sale,3,169 ,,,,,,2,,Normal
VBD48829,Mons,7000,79000.00,Appartment,FlatStudio,Sale,,28 ,,,,,,2,,Normal
VBD48828,Mons,7000,145000.00,Appartment,Flat,Sale,1,85 ,,,,,,2,,Normal
VBD48827,Mons,7000,160000.00,House,House,Sale,2,108 ,,,,23 m²,102 m²,2,,Normal
VBD48821,Gilly,6060,105000.00,Appartment,Flat,Sale,2,65 ,,False,,True,False,,,
VWD15578,Frameries,7080,895.00,Appartment,Flat,Rent,2,100 ,,,,,,,,Excellent
VBD48806,Charleroi,6000,285000.00,House,House,Sale,2,190 ,,,,True,True,2,,
VBD48804,Gilly,6060,165000.00,Appartment,Duplex,Sale,2,89 ,,,,False,False,2,,
VBD48803,Gilly,6060,165000.00,Appartment,Duplex,Sale,2,89 ,,,,False,14 m²,2,,
VBD48802,Gilly,6060,165000.00,Appartment,Duplex,Sale,2,89 ,,,,False,False,2,,
VBD48801,Gilly,6060,165000.00,Appartment,Duplex,Sale,2,89 ,,,,False,12 m²,2,,
VBD48800,Gilly,6060,169000.00,Appartment,Duplex,Sale,2,91 ,,,,False,45 m²,2,,
VBD48799,Gilly,6060,169000.00,Appartment,Duplex,Sale,2,91 ,,,,False,17 m²,2,,
VBD48798,Gilly,6060,178000.00,Appartment,Duplex,Sale,2,91 ,,,,False,25 m²,3,,
VBD48796,Montignies-sur-Sambre,6061,75000.00,House,House,Sale,3,115 ,1,False,,6 m²,140 m²,2,False,To be renovated
VBD48794,Dampremy,6020,130000.00,House,House,Sale,3,120 ,,False,,True,True,2,False,Normal
VBD48792,Montignies-sur-Sambre,6061,139000.00,House,House,Sale,3,143 ,,False,,False,True,2,,Normal
VBD48789,Jumet,6040,800.00,House,House,Rent,2,92 ,,False,,True,False,2,,
VBD48781,Froidchapelle,6440,199000.00,House,House,Sale,2,95 ,1,True,,30 m²,False,4,False,Excellent
VWD15574,Mons,7000,220000.00,House,House,Sale,3,124 ,1,,False,,True,2,False,Normal
VBD48774,Tournai,7500,560.00,Appartment,FlatStudio,Rent,0,32 ,1,False,,False,False,2,False,Normal
VBD48772,Blaton,7321,480.00,Appartment,Flat,Rent,1,40 ,,False,,False,False,,,
VBD48771,Bernissart,7320,520.00,Appartment,Flat,Rent,1,,,False,,True,True,4,,
VBD48769,Antoing,7640,625.00,House,House,Rent,2,75 ,,False,,False,False,2,,
VBD48768,Mont-sur-Marchienne,6032,189900.00,Appartment,Penthouse,Sale,2,100 ,1,False,,21 m²,False,,,Normal
VBD48767,Couillet,6010,469000.00,House,MasterHouse,Sale,4,335 ,1,False,,90 m²,2500 m²,4,,Normal
VBD48764,Marcinelle,6001,255000.00,House,House,Sale,3,120 ,,,,10 m²,250 m²,3,,Excellent
VBD48761,Mouscron,7700,890.00,Appartment,Flat,Rent,2,93 ,1,False,,16 m²,False,2,False,New
VBD48758,Ham-sur-Heure,6120,550000.00,House,House,Sale,4,300 ,,False,,69 m²,True,4,,Excellent
VBD48755,Ham-sur-Heure,6120,550000.00,House,Villa,Sale,4,300 ,,False,,69 m²,True,4,,Excellent
VBD48746,Dottignies,7711,359000.00,House,House,Sale,4,197 ,,False,,50 m²,150 m²,3,,New
VBD48745,Tournai,7500,89000.00,Appartment,FlatStudio,Sale,,22 ,,False,,True,False,,,
VBD48744,Tournai,7500,229000.00,Appartment,Flat,Sale,4,178 ,,False,,True,False,2,,
VBD48743,Mouscron,7700,225000.00,Appartment,Flat,Sale,1,62 ,,False,,True,True,,,
VBD48739,Roux,6044,780.00,House,House,Rent,2,70 ,,,,False,False,3,,
VBD48694,Tournai,7500,1260.00,Appartment,Flat,Rent,3,145 ,1,False,,10 m²,False,,False,New
VBD48679,Chimay,6460,795.00,Appartment,Flat,Rent,1,79 ,,False,,23 m²,False,2,,
VBD48678,Loverval,6280,1100.00,Appartment,Flat,Rent,2,110 ,1,False,,10 m²,False,,False,New
VWD15572,Hennuy&#xE8;res,7090,750.00,House,House,Rent,1,65 ,,,,25 m²,,3,,Excellent
VBD48656,Ghlin,7011,200000.00,House,House,Sale,3,188 ,,False,,True,True,4,,To be renovated
RBU64946,Lessines,7860,1450.00,House,Villa,Rent,3,200 ,1,False,,True,True,4,,New
VBD48643,Braine-le-Comte,7090,499000.00,House,House,Sale,6,549 ,,,,,,2,,Normal
VBD48642,Braine-le-Comte,7090,135000.00,House,House,Sale,3,80 ,1,False,,False,False,2,,To renovate
VBD48637,Jumet,6040,199000.00,House,House,Sale,2,105 ,,False,,True,True,4,,Normal
VBD48617,Mouscron,7700,649000.00,House,House,Sale,4,349 ,,False,,75 m²,800 m²,4,,Normal
VBD48598,Courcelles,6180,90000.00,House,House,Sale,3,,,,,False,True,3,,
VBD48592,Amougies,7750,375000.00,House,Villa,Sale,3,,,,,False,True,4,,Normal
VBD48578,Gilly,6060,195000.00,House,House,Sale,6,,,,,False,True,2,,To be renovated
VBD48545,La Louvi&#xE8;re,7100,895.00,Appartment,Flat,Rent,2,74 ,,,,False,False,3,,
VBD48537,La Louvi&#xE8;re,7100,419000.00,Appartment,Flat,Sale,3,134 ,1,False,,40 m²,False,4,False,
VBD48536,La Louvi&#xE8;re,7100,385000.00,Appartment,Flat,Sale,3,134 ,1,False,,40 m²,False,4,False,
VBD48535,La Louvi&#xE8;re,7100,189000.00,Appartment,Flat,Sale,2,80 ,1,False,,True,False,4,False,
VBD48534,La Louvi&#xE8;re,7100,175000.00,Appartment,Flat,Sale,1,68 ,1,False,,True,False,4,False,
VBD48495,Mons,7000,690.00,Appartment,Flat,Share,1,,,True,,False,False,,,
RBU64870,Luingne,7700,120000.00,House,House,Sale,2,115 ,,False,,8 m²,False,2,False,To renovate
VBD48439,Fontaine-l&#x27;&#xC9;v&#xEA;que,6140,185000.00,Appartment,Flat,Sale,3,121 ,1,False,,4 m²,False,4,False,
VBD48438,Gaurain-Ramecroix,7530,325000.00,House,House,Sale,3,200 ,,False,,False,True,3,,Excellent
VBD48433,Arquennes,7181,1100.00,Appartment,Flat,Rent,2,80 ,,,,True,False,,,
VBD48421,Erpion,6441,155000.00,House,House,Sale,2,52 ,,False,,,500 m²,3,False,Excellent
VBD48420,Erpion,6441,155000.00,House,Bungalow,Sale,2,52 ,,False,,,500 m²,3,False,Excellent
VBD48354,Beaumont,6500,650.00,Appartment,Flat,Rent,1,45 ,1,False,,False,False,2,False,Fully renovated
VBD48353,Hyon,7022,249000.00,House,Villa,Sale,4,140 ,,False,,,True,4,False,
VBD48329,Mouscron,7700,129000.00,Appartment,Duplex,Sale,1,82 ,,False,,False,False,2,,Normal
VBD48328,Bizet,7783,149000.00,House,House,Sale,3,162 ,,False,,True,24 m²,2,,Normal
VBD48326,Fl&#xE9;nu,7012,130000.00,House,House,Sale,2,100 ,,False,,24 m²,56 m²,2,,Normal
VBD48324,Dampremy,6020,137000.00,House,House,Sale,4,107 ,1,,,7 m²,True,2,False,Normal
VBD48323,Mont-sur-Marchienne,6032,137000.00,Appartment,Flat,Sale,2,83 ,1,False,,7 m²,False,,False,Excellent
VBD48317,P&#xE9;ruwelz,7600,640.00,House,House,Rent,2,146 ,,False,,False,True,2,,
VBD48316,P&#xE9;ruwelz,7600,750.00,House,House,Rent,2,80 ,,False,,False,True,2,,
VBD48310,Hornu,7301,180000.00,House,House,Sale,4,148 ,,,,16 m²,100 m²,2,,To renovate
VBD48308,Gerpinnes,6280,349000.00,House,House,Sale,3,170 ,,False,,40 m²,100 m²,4,False,
VBD48304,Boussu,7300,280000.00,House,MixedBuilding,Sale,1,308 ,1,False,,True,False,2,False,Normal
VBD48303,La Glanerie,7611,400000.00,Appartment,Duplex,Sale,3,226 ,1,False,,False,False,4,False,Excellent
VBD48302,La Glanerie,7611,995.00,Appartment,Flat,Rent,2,140 ,1,,,True,False,,,Fully renovated
VBD48282,Fl&#xE9;nu,7012,900.00,Appartment,Flat,Rent,3,119 ,,,,10 m²,False,,,
VBD48278,Ch&#xE2;telineau,6200,210000.00,House,House,Sale,4,192 ,,,,True,184 m²,3,,Normal
VBD48276,Enghien,7850,680.00,Appartment,FlatStudio,Rent,,38 ,1,,,,,,,Excellent
VBD48274,Ch&#xE2;telet,6200,350000.00,House,Villa,Sale,2,230 ,1,False,,True,True,4,True,Normal
VBD48265,Mouscron,7700,950.00,Appartment,Flat,Rent,3,116 ,1,False,,True,False,2,False,Excellent
VBD48259,Marchienne-au-Pont,6030,69000.00,House,House,Sale,1,56 ,,False,,,170 m²,2,,To be renovated
VBD48257,Antoing,7640,130000.00,House,House,Sale,4,201 ,,False,,False,True,2,,To be renovated
VBD48253,Saint-Symphorien,7030,369000.00,House,House,Sale,4,200 ,1,False,,True,True,3,True,Excellent
VBD48240,Courcelles,6180,239000.00,House,House,Sale,3,135 ,1,,,True,290 m²,2,False,Normal
VBD48235,Mouscron,7700,130000.00,Appartment,Flat,Sale,3,66 ,,False,,11 m²,False,,,Normal
VBD48222,Wasmuel,7390,190000.00,House,House,Sale,2,110 ,,False,,True,True,2,,
VBD48217,Leuze-en-Hainaut,7900,750.00,Appartment,Flat,Rent,1,66 ,,False,,True,False,,,
VBD48216,P&#xE9;ruwelz,7600,1050.00,House,Villa,Rent,4,147 ,,False,,20 m²,True,4,,
VBD48215,Havinnes,7531,229000.00,Appartment,Flat,Sale,3,115 ,1,False,,5 m²,False,2,False,Normal
VBD48214,Blandain,7522,89000.00,House,House,Sale,3,156 ,,False,,False,560 m²,3,False,To be renovated
VBD48213,Vezon,7538,429000.00,House,House,Sale,4,165 ,1,False,,True,800 m²,4,False,Excellent
VBD48212,Soignies,7060,560000.00,House,Cottage,Sale,4,260 ,,False,,False,True,4,,Normal
VBD48211,Estaimbourg,7730,299000.00,House,House,Sale,3,152 ,1,False,,20 m²,200 m²,3,False,New
VBD48210,Casteau,7061,560000.00,House,Cottage,Sale,4,260 ,,False,,False,True,4,,Normal
VBD48203,Soignies,7060,270000.00,House,House,Sale,3,130 ,,,,10 m²,60 m²,2,,
VBD48202,Colfontaine,7340,135000.00,House,House,Sale,3,95 ,1,False,,28 m²,True,2,,Normal
VBD48201,Dour,7370,330000.00,House,Villa,Sale,4,150 ,1,False,,27 m²,True,4,,Normal
VBD48200,Villers-Saint-Ghislain,7031,135000.00,House,House,Sale,1,80 ,1,False,,True,True,3,,To renovate
VBD48199,Colfontaine,7340,230000.00,House,House,Sale,3,130 ,1,,,15 m²,True,3,,Normal
VBD48198,Dour,7370,95000.00,House,House,Sale,2,60 ,1,False,,12 m²,False,2,,Normal
VBD48190,Gouy-lez-Pi&#xE9;ton,6181,100000.00,House,House,PublicSale,5,,,,,True,True,,,
VBD48189,Gouy-lez-Pi&#xE9;ton,6181,10000.00,House,House,PublicSale,1,,,,,False,True,,,
VBD48188,Gouy-lez-Pi&#xE9;ton,6181,90000.00,House,House,PublicSale,4,,,,,True,True,,,
RBU64364,Enghien,7850,180000.00,Appartment,Flat,Sale,2,80 ,1,False,,17 m²,False,,False,To be renovated
VBD48068,Ransart,6043,249000.00,House,House,Sale,2,126 ,,,,20 m²,343 m²,3,True,Fully renovated
VBD48024,Haine-Saint-Pierre,7100,115000.00,House,House,Sale,3,,,,,False,False,2,,To be renovated
VBD48012,Ch&#xE2;telineau,6200,389000.00,House,House,Sale,3,150 ,,False,,True,62 m²,2,,Normal
VBD47996,Boussu-lez-Walcourt,6440,950.00,Appartment,Flat,Rent,2,,,False,,True,False,,,Normal
VBD47987,Boussu,7300,170000.00,House,House,Sale,3,144 ,,,,False,True,4,,To be renovated
VBD47986,P&#xE9;ruwelz,7600,450000.00,House,House,Sale,4,250 ,,False,,True,True,4,,
VWD15562,Tournai,7500,180000.00,House,House,Sale,2,111 ,,,,,,3,,Fully renovated
VBD47970,Mons,7000,109000.00,Appartment,Flat,Sale,1,55 ,,False,,False,True,,,Normal
VBD47968,Maisi&#xE8;res,7020,109000.00,Appartment,Flat,Sale,1,55 ,,False,,False,True,,,Normal
VBD47967,Mons,7000,75000.00,Appartment,FlatStudio,Sale,1,20 ,,False,,False,True,,,Fully renovated
VBD47966,Maisi&#xE8;res,7020,75000.00,Appartment,FlatStudio,Sale,1,20 ,,False,,False,True,,,Fully renovated
VBD47962,Marcinelle,6001,180000.00,House,House,Sale,4,,,,,False,False,,,
VBD47955,Enghien,7850,295000.00,House,House,Sale,2,200 ,,,,,80 m²,2,,Normal
VWD15561,Chauss&#xE9;e-Notre-Dame-Louvignies,7063,850000.00,House,House,Sale,8,245 ,1,,True,True,True,4,,Excellent
RBU64253,Lessines,7860,110000.00,House,House,Sale,2,100 ,,False,,False,77 m²,2,False,To be renovated
VBD47945,Roux,6044,125000.00,House,House,Sale,2,136 ,,False,,50 m²,400 m²,2,,To be renovated
VBD47941,Tournai,7500,499000.00,House,House,Sale,,800 ,,False,,False,False,4,,Normal
VBD47939,Tournai,7500,499000.00,Appartment,FlatStudio,Sale,,800 ,,False,,False,False,4,,Normal
VBD47937,Huissignies,7950,230000.00,House,Cottage,Sale,2,191 ,,False,,False,True,4,,To be renovated
VBD47934,Tournai,7500,725.00,Appartment,Flat,Rent,2,,,False,,False,False,2,,Normal
VBD47933,Mouscron,7700,310000.00,House,House,Sale,3,178 ,,False,,25 m²,True,4,,To be renovated
VBD47919,Tournai,7500,160000.00,House,House,Sale,2,,,False,,20 m²,False,,,Normal
VBD47918,Wasmes,7340,30000.00,House,House,Sale,1,90 ,,False,,False,True,2,,To be renovated
VBD47884,Templeuve,7520,695000.00,House,MasterHouse,Sale,6,310 ,,False,,True,True,4,,
VBD47883,Hacquegnies,7911,595000.00,House,House,Sale,6,570 ,,False,,True,True,4,,To be renovated
VBD47871,Monceau-sur-Sambre,6031,210000.00,House,House,Sale,4,203 ,1,False,,True,True,2,False,Fully renovated
VWD15547,Ch&#xE2;telineau,6200,200000.00,House,House,Sale,3,210 ,,,,8 m²,,2,,To be renovated
VBD47863,Lens,7870,263000.00,House,House,Sale,2,137 ,,False,True,False,True,,,Normal
VBD47857,Herseaux,7712,529000.00,House,Villa,Sale,5,155 ,1,False,,True,350 m²,4,False,Excellent
VBD47856,Marcinelle,6001,115000.00,House,House,Sale,2,,,,,False,True,2,,
VBD47849,Mons,7000,1200.00,House,House,Rent,3,,,,,,,2,,Fully renovated
VBD47813,Forchies-la-Marche,6141,85000.00,House,House,Sale,3,,,,,True,True,3,,To be renovated
VBD47775,Tournai,7500,165000.00,House,House,Sale,3,,,False,,True,True,2,,Normal
RBU63418,Amougies,7750,935.00,House,House,Rent,3,140 ,,,,False,True,2,,Excellent
VWD15537,Landelies,6111,945.00,House,House,Rent,3,140 ,,,,24 m²,400 m²,3,,Excellent
VBD47709,Charleroi,6000,800.00,Appartment,Flat,Rent,,89 ,1,,,True,True,2,,Fully renovated
VWD15526,Souvret,6182,160000.00,House,House,Sale,2,60 ,,,,,100 m²,,,Normal
VBD47653,Charleroi,6000,55000.00,Appartment,Flat,PublicSale,2,,,,,True,False,,,
VBD47652,Mont-sur-Marchienne,6032,195000.00,Appartment,Flat,Sale,2,74 ,,,,False,False,,,Excellent
VBD47651,Froidchapelle,6440,325000.00,House,Villa,Sale,4,165 ,,False,,True,True,4,,
VBD47648,Montignies-sur-Sambre,6061,120000.00,House,House,Sale,2,104 ,1,False,,25 m²,False,3,False,To be renovated
VBD47637,Celles,7760,1750000.00,House,Cottage,Sale,7,,1,False,,True,98290 m²,4,False,Excellent
VBD47634,Saint-Symphorien,7030,1100.00,Appartment,Flat,Rent,3,130 ,1,False,,True,False,2,,Normal
VBD47631,Montignies-sur-Sambre,6061,440.00,Appartment,FlatStudio,Rent,1,,,,,False,False,,,Normal
VBD47629,Tournai,7500,155000.00,House,House,Sale,3,105 ,,False,,20 m²,150 m²,2,,Normal
VBD47597,Dottignies,7711,249000.00,House,House,Sale,2,115 ,,False,,True,155 m²,3,,Fully renovated
RBU63081,Anvaing,7910,275000.00,House,House,Sale,2,140 ,1,False,,True,True,4,False,Normal
VBD47489,Luingne,7700,179000.00,House,House,Sale,,134 ,,,,True,True,,,
VBD47488,Froidchapelle,6440,460000.00,House,Villa,Sale,3,220 ,,False,,70 m²,True,4,,New
VBD47486,Quaregnon,7390,155000.00,House,House,Sale,2,143 ,,,,True,True,4,,Normal
VBD47481,Hoves,7830,350000.00,House,House,Sale,2,155 ,,False,,40 m²,1610 m²,4,,Normal
VBD47480,Saint-Ghislain,7330,200000.00,House,House,Sale,3,170 ,,True,,False,True,2,,Normal
VBD47476,Herseaux,7712,479000.00,House,House,Sale,6,275 ,,False,,50 m²,True,4,,
VBD47475,Herseaux,7712,189000.00,House,House,Sale,4,340 ,,False,,True,True,2,,
VBD47474,Thuillies,6536,279000.00,House,House,Sale,4,171 ,,,,True,464 m²,2,,Excellent
VBD47472,Callenelle,7604,190000.00,House,House,Sale,3,152 ,,False,,False,True,3,,
VBD47471,Angre,7387,159000.00,House,House,Sale,3,115 ,,False,,True,True,3,,New
VBD47441,Cuesmes,7033,120000.00,House,House,Sale,2,95 ,1,False,,20 m²,False,2,False,Normal
VBD47430,Estaimpuis,7730,345000.00,House,House,Sale,4,201 ,1,False,,30 m²,78 m²,4,True,Excellent
VBD47421,Montignies-sur-Sambre,6061,159000.00,House,House,Sale,4,154 ,1,False,,20 m²,False,3,False,To renovate
VBD47420,Godarville,7160,189000.00,House,House,Sale,2,139 ,1,False,,45 m²,194 m²,2,False,Normal
VBD47410,Tournai,7500,790.00,House,House,Rent,2,116 ,1,False,,True,False,2,False,New
VBD47408,Charleroi,6000,84500.00,House,House,Sale,2,76 ,,,,,,,,
VBD47407,Carni&#xE8;res,7141,133000.00,House,House,Sale,3,116 ,,,,True,True,3,,To renovate
VBD47399,Marchienne-au-Pont,6030,125000.00,House,House,Sale,3,160 ,,False,,36 m²,330 m²,2,False,To be renovated
VBD47391,Soignies,7060,870.00,Appartment,Flat,Rent,2,85 ,,,,True,False,,,Normal
VBD47390,Soignies,7060,800.00,House,House,Rent,2,111 ,,False,,False,True,,,Normal
VBD47377,Ath,7800,185000.00,House,House,Sale,3,129 ,1,False,,4 m²,False,2,,Normal
VBD47338,P&#xE9;ruwelz,7600,665.00,Appartment,Flat,Rent,1,50 ,,False,,False,False,,,
VBD47316,Mouscron,7700,229000.00,House,MixedBuilding,Sale,4,399 ,,False,,False,False,2,,To be renovated
VBD47314,Courcelles,6180,72500.00,House,House,Sale,2,100 ,,,,False,True,2,,To be renovated
VBD47305,Mouscron,7700,179000.00,House,House,Sale,2,128 ,,False,,True,False,2,,
VBD47303,Mouscron,7700,1150.00,House,House,Rent,3,158 ,,False,,True,True,,,
VBD47298,Mouscron,7700,199000.00,Appartment,Flat,Sale,2,90 ,,False,,True,False,,,To be renovated
VBD47297,Mouscron,7700,160000.00,House,House,Sale,3,127 ,,False,,27 m²,200 m²,2,,To be renovated
VBD47296,Mouscron,7700,275000.00,House,Villa,Sale,3,83 ,,False,,True,100 m²,4,,Normal
VBD47234,Trazegnies,6183,119000.00,House,House,Sale,1,,,,True,False,True,,,Normal
RBU62443,Ellezelles,7890,775000.00,House,MasterHouse,Sale,6,500 ,1,,,True,2000 m²,4,False,Normal
VBD47229,Tournai,7500,160000.00,Appartment,Flat,Sale,2,80 ,,False,,True,False,,,
VBD47215,Ch&#xE2;telet,6200,1250.00,House,House,Rent,4,175 ,1,False,,20 m²,134 m²,3,False,Fully renovated
VBD47194,Gerpinnes,6280,265000.00,Appartment,Flat,Sale,2,,,,,True,False,,,
RBU62373,Lessines,7860,625000.00,House,House,Sale,5,510 ,,False,,40 m²,True,4,True,To renovate
RBU62371,Ogy,7862,625000.00,House,House,Sale,5,510 ,,False,,40 m²,True,4,True,To renovate
RBU62368,Ath,7800,420000.00,Appartment,Duplex,Sale,3,206 ,1,,,36 m²,False,2,True,Fully renovated
VBD47119,Bassilly,7830,332000.00,House,House,Sale,3,210 ,1,False,,True,330 m²,4,False,To be renovated
VBD47081,Tournai,7500,495000.00,House,MixedBuilding,Sale,4,343 ,1,False,,33 m²,False,2,False,Normal
VBD47067,Tournai,7500,925.00,Appartment,Triplex,Rent,3,168 ,1,,,,,2,,Excellent
VBD47058,Mons,7000,530.00,Appartment,FlatStudio,Rent,0,40 ,1,False,,True,False,2,,Normal
VBD47055,Mouscron,7700,275000.00,Appartment,Flat,Sale,,93 ,,,,True,True,,,
VBD47043,Mons,7000,750.00,Appartment,Flat,Rent,1,,1,False,,False,False,,False,New
VBD47041,Aiseau-Presles,6250,277000.00,House,House,Sale,4,239 ,,,,18 m²,22 m²,4,False,To renovate
VBD47037,Gosselies,6041,79000.00,Appartment,Flat,Sale,1,48 ,1,False,,False,False,2,False,Normal
VBD47026,Tournai,7500,325000.00,Appartment,Flat,Sale,3,145 ,1,False,,True,False,2,False,Fully renovated
VBD47025,Marchienne-au-Pont,6030,625.00,Appartment,Flat,Rent,1,,1,,,,,,,Normal
VBD47024,Monceau-sur-Sambre,6031,109000.00,House,House,Sale,4,130 ,,False,,True,,2,,To be renovated
VBD47019,Mouscron,7700,1500.00,Appartment,Flat,Rent,3,158 ,1,,,True,True,2,False,Excellent
VWD15509,Soignies,7060,750.00,Appartment,GroundFloor,Rent,2,76 ,1,False,False,True,,,False,Normal
VBD47015,Tertre,7333,525.00,Appartment,Flat,Rent,1,47 ,,False,,False,False,3,,
VBD46999,Ecaussinnes,7190,175000.00,Appartment,Flat,Sale,2,86 ,,False,,3 m²,False,,,
VBD46998,Saint-Vaast,7100,750.00,Appartment,Flat,Rent,2,99 ,,False,,2 m²,False,2,,
VBD46997,Montignies-sur-Sambre,6061,450.00,Appartment,Flat,Rent,3,106 ,,False,,False,False,,,
VBD46990,Irchonwelz,7801,375000.00,House,House,Sale,5,190 ,,False,,False,True,3,,Normal
VBD46987,Jurbise,7050,129000.00,House,House,Sale,2,50 ,,False,,True,False,2,,Normal
VBD46981,Jumet,6040,279000.00,Appartment,Flat,Sale,3,210 ,,False,,True,False,,,Normal
VBD46977,Courcelles,6180,239000.00,House,House,Sale,3,110 ,,False,,True,True,3,,Normal
VBD46976,P&#xE9;ruwelz,7600,320000.00,House,House,Sale,3,181 ,,False,,28 m²,853 m²,3,,New
VBD46975,Tournai,7500,365000.00,Appartment,Flat,Sale,2,105 ,,False,,20 m²,False,,,Excellent
VBD46973,Ath,7800,195000.00,Appartment,Flat,Sale,2,95 ,,False,,True,False,,,Normal
VBD46915,Bernissart,7320,550.00,Appartment,Flat,Rent,1,,,False,,True,True,4,,
VBD46912,Tournai,7500,675.00,Appartment,Flat,Rent,1,70 ,,False,,True,True,,,
VBD46904,Dampremy,6020,50000.00,House,House,PublicSale,3,,,,,False,False,2,,To be renovated
VBD46897,Enghien,7850,850.00,Appartment,GroundFloor,Rent,1,63 ,,,,28 m²,False,3,,
VBD46893,Tournai,7500,160000.00,House,House,Sale,4,156 ,,False,,True,False,2,,To be renovated
VBD46888,Antoing,7640,125000.00,House,House,Sale,4,200 ,,False,,False,True,2,,To be renovated
VBD46886,Mouscron,7700,189000.00,House,House,Sale,3,,,False,,True,True,,,
VBD46877,Sars-la-Bruy&#xE8;re,7080,440000.00,House,House,Sale,3,204 ,,False,,True,True,4,,
VBD46870,Erquelinnes,6560,225000.00,House,House,Sale,3,100 ,,,,20 m²,True,4,,
VBD46866,Tournai,7500,325000.00,Appartment,Flat,Sale,3,147 ,,False,,30 m²,True,3,,Normal
VBD46861,Charleroi,6000,50000.00,House,MixedBuilding,PublicSale,12,,,,,False,False,,,
VBD46831,Braine-le-Comte,7090,269860.00,Appartment,GroundFloor,Sale,2,96 ,,,,23 m²,False,4,,
VBD46829,Luingne,7700,229000.00,House,House,Sale,4,125 ,,False,,True,True,2,,Normal
VBD46822,Gerpinnes,6280,80000.00,House,House,Sale,3,116 ,,,,False,False,3,,To be renovated
VBD46820,Marchienne-au-Pont,6030,139000.00,House,House,Sale,3,,,,,False,True,,,
